Student_ID,Name,Age,Gender,City,Course,Study_Hours,Attendance,Assignments_Completed,Midterm_Score,Final_Score,Projects,Internship,Backlogs,Placement
2579,Simran,19,Female,Ahmedabad,B.Sc,5.1,81,9,62,56,1,No,0,Yes
2580,Isha,20,Female,Shimla,B.Tech,7.1,85,12,69,62,3,No,1,No
2581,Kabir,22,Male,Ahmedabad,B.Tech,6.4,82,14,64,62,2,No,0,Yes
2582,Kabir,18,Male,Jaipur,B.Sc,6.2,79,15,65,59,4,No,0,No
2583,Neha,20,Female,Noida,B.Tech,5.3,77,12,57,54,2,No,2,No
2584,Kabir,22,Male,Shimla,B.Tech,3.8,77,7,45,40,2,No,2,No
2585,Diya,20,Female,Shimla,B.Tech,6.8,81,12,64,63,4,Yes,1,No
2586,Reyansh,21,Male,Chennai,B.Sc,7.1,79,14,61,60,4,No,2,No
2587,Tara,18,Female,Jaipur,B.Sc,5.0,75,8,52,41,2,No,2,No
2588,Aditya,18,Male,Gurugram,B.Sc,5.7,82,13,53,52,3,No,3,No
2589,Vivaan,19,Male,Mumbai,B.Tech,8.8,90,17,89,88,3,Yes,0,Yes
2590,Diya,19,Female,Shimla,B.Sc,8.2,91,14,77,72,4,Yes,0,Yes
2591,Diya,20,Female,Delhi,BCA,4.3,69,8,51,44,2,No,4,No
2592,Aadhya,21,Female,Delhi,BCA,6.4,73,12,58,61,3,No,1,No
2593,Krishna,20,Male,Chennai,BCA,8.7,91,15,82,81,3,Yes,0,Yes
2594,Aditya,22,Male,Noida,BCA,6.2,85,13,68,62,2,No,1,No
2595,Anushka,18,Female,Noida,BCA,6.1,76,13,65,61,3,No,0,No
2596,Aadhya,20,Female,Noida,B.Sc,8.1,90,14,76,72,5,Yes,0,Yes
2597,Dhruv,20,Male,Jaipur,B.Tech,8.0,92,14,81,84,3,Yes,0,Yes
2598,Ishaan,18,Male,Shimla,BCA,7.9,88,14,72,74,5,Yes,0,Yes
2599,Vivaan,18,Male,Gurugram,BCA,6.1,84,9,66,66,3,Yes,0,No
2600,Riya,19,Female,Bangalore,BCA,7.5,87,11,72,70,3,Yes,0,Yes
2601,Dhruv,19,Male,Solan,BCA,8.7,90,15,75,72,5,Yes,0,Yes
2602,Arjun,21,Male,Noida,MCA,6.4,85,10,59,59,4,No,0,No
2603,Rohan,23,Male,Hyderabad,MCA,5.9,86,13,63,62,2,Yes,0,Yes
2604,Ishaan,22,Male,Bangalore,B.Sc,8.3,87,14,75,78,4,No,0,Yes
2605,Ishaan,20,Male,Shimla,B.Sc,9.6,93,18,84,79,5,Yes,0,Yes
2606,Arjun,22,Male,Shimla,B.Tech,9.7,91,17,89,88,5,No,0,No
2607,Ayaan,18,Male,Pune,B.Sc,5.9,81,13,67,56,3,No,2,No
2608,Simran,22,Female,Delhi,BCA,6.1,81,11,66,59,3,No,1,No
2609,Ishaan,19,Male,Kolkata,B.Tech,5.0,81,7,60,55,2,Yes,1,No
2610,Ananya,18,Female,Hyderabad,B.Tech,6.7,88,13,68,68,3,No,0,No
2611,Tara,21,Female,Chandigarh,B.Tech,4.9,80,9,57,52,2,No,2,No
2612,Anika,22,Female,Shimla,B.Tech,5.7,83,12,63,54,1,No,4,No
2613,Ananya,22,Female,Kolkata,B.Tech,7.6,84,13,72,72,4,No,0,Yes
2614,Dhruv,21,Male,Solan,B.Tech,7.1,82,13,71,65,4,No,0,No
2615,Dhruv,21,Male,Ahmedabad,B.Sc,3.8,75,5,49,42,3,No,3,No
2616,Ananya,18,Female,Shimla,B.Tech,8.9,91,17,79,79,4,Yes,0,Yes
2617,Tara,20,Female,Ahmedabad,BCA,4.9,83,9,59,51,2,Yes,4,No
2618,Aadhya,24,Female,Bangalore,MCA,5.1,72,9,53,52,2,No,2,No
2619,Isha,22,Female,Delhi,B.Tech,4.6,78,8,60,54,2,No,1,No
2620,Priya,24,Female,Hyderabad,MCA,5.5,81,9,58,57,2,No,0,Yes
2621,Arjun,18,Male,Delhi,B.Sc,5.2,76,11,68,63,2,No,0,No
2622,Rohan,18,Male,Solan,B.Tech,5.2,75,8,63,56,3,Yes,0,No
2623,Simran,22,Female,Solan,B.Tech,3.0,69,7,40,40,1,No,2,No
2624,Kavya,22,Female,Chennai,B.Tech,6.7,79,10,70,62,3,Yes,0,Yes
2625,Aarav,22,Male,Kolkata,B.Tech,6.8,88,9,69,70,3,No,1,Yes
2626,Neha,20,Female,Delhi,B.Tech,9.9,100,20,92,95,3,Yes,0,Yes
2627,Rohan,22,Male,Chandigarh,B.Tech,7.2,84,11,76,75,3,No,0,Yes
2628,Meera,18,Female,Chandigarh,B.Tech,5.8,78,11,57,53,4,No,2,No
2629,Kabir,18,Male,Shimla,BCA,4.7,73,8,51,52,1,No,4,No
2630,Shaurya,21,Male,Ahmedabad,B.Tech,6.4,79,12,67,62,2,No,0,No
2631,Isha,22,Female,Noida,B.Sc,7.2,83,13,68,67,3,Yes,0,No
2632,Aditya,20,Male,Pune,B.Tech,5.7,84,12,53,54,4,No,3,No
2633,Meera,19,Female,Pune,B.Sc,6.6,93,10,74,71,4,Yes,0,Yes
2634,Sanya,21,Female,Hyderabad,B.Tech,9.3,90,18,84,85,5,Yes,0,Yes
2635,Sanya,20,Female,Solan,B.Sc,5.9,78,11,61,61,4,No,1,No
2636,Krishna,22,Male,Gurugram,B.Tech,3.7,69,5,47,41,2,No,2,No
2637,Shaurya,20,Male,Kolkata,BCA,7.8,89,13,84,77,3,Yes,0,No
2638,Aditya,19,Male,Pune,B.Tech,7.0,86,10,73,67,3,No,0,No
2639,Ananya,20,Female,Mumbai,BCA,3.9,74,5,46,40,3,No,1,No
2640,Diya,19,Female,Ahmedabad,B.Tech,7.1,84,12,70,58,3,No,1,No
2641,Neha,19,Female,Chandigarh,BCA,5.0,82,11,63,58,2,No,2,No
2642,Tara,19,Female,Chennai,B.Tech,7.2,87,13,75,69,4,No,1,No
2643,Kavya,20,Female,Pune,BCA,9.4,95,19,79,83,4,Yes,0,Yes
2644,Isha,22,Female,Solan,B.Tech,6.2,83,11,62,61,4,No,0,No
2645,Shaurya,18,Male,Pune,B.Tech,8.1,88,17,71,71,3,No,0,No
2646,Kavya,18,Female,Kolkata,BCA,4.7,74,11,56,53,3,Yes,2,No
2647,Rahul,23,Male,Kolkata,M.Tech,4.2,76,6,48,47,2,No,3,No
2648,Anika,22,Female,Chandigarh,BCA,9.5,95,17,92,86,4,Yes,0,Yes
2649,Riya,18,Female,Jaipur,B.Sc,7.0,86,12,75,74,3,No,0,Yes
2650,Anushka,19,Female,Noida,BCA,7.5,82,13,69,70,3,No,1,Yes
2651,Aditya,20,Male,Bangalore,BCA,8.2,90,17,72,69,4,Yes,0,Yes
2652,Arjun,20,Male,Noida,B.Tech,5.7,79,9,57,52,3,No,1,No
2653,Krishna,21,Male,Shimla,B.Tech,7.7,84,12,74,68,4,Yes,0,Yes
2654,Aarav,24,Male,Shimla,MCA,7.5,88,12,76,74,4,Yes,1,Yes
2655,Arjun,21,Male,Shimla,BCA,4.6,77,8,54,48,1,No,2,No
2656,Meera,22,Female,Pune,B.Sc,8.8,98,20,73,67,4,No,0,No
2657,Anushka,20,Female,Bangalore,BCA,8.5,91,18,82,77,4,Yes,0,Yes
2658,Arjun,21,Male,Mumbai,BCA,4.6,75,5,45,42,2,Yes,3,No
2659,Krishna,20,Male,Solan,BCA,6.8,83,12,59,60,4,No,0,No
2660,Rohan,19,Male,Solan,BCA,6.2,78,10,66,57,3,Yes,1,No
2661,Kavya,21,Female,Bangalore,B.Tech,8.6,94,17,76,76,4,Yes,0,Yes
2662,Krishna,20,Male,Pune,BCA,4.4,76,6,53,52,1,No,2,No
2663,Anushka,22,Female,Ahmedabad,BCA,10.0,96,16,89,89,5,Yes,0,Yes
2664,Ishaan,25,Male,Chennai,M.Tech,6.2,79,10,59,59,4,Yes,0,Yes
2665,Anika,22,Female,Jaipur,BCA,7.6,89,13,74,76,3,No,0,No
2666,Tara,21,Female,Ahmedabad,B.Sc,8.6,87,16,76,75,3,Yes,0,Yes
2667,Reyansh,22,Male,Hyderabad,B.Tech,6.2,80,11,63,59,3,Yes,1,No
2668,Isha,18,Female,Gurugram,B.Tech,6.3,82,13,63,61,2,No,2,No
2669,Ishaan,22,Male,Jaipur,MCA,5.7,78,9,58,52,3,No,4,No
2670,Riya,20,Female,Chennai,B.Sc,5.2,76,11,54,49,2,No,2,No
2671,Krishna,18,Male,Solan,B.Tech,6.9,84,11,65,57,3,No,0,No
2672,Meera,21,Female,Mumbai,BCA,6.3,85,12,69,70,3,Yes,0,Yes
2673,Tara,20,Female,Hyderabad,B.Tech,5.7,83,10,60,58,2,No,1,No
2674,Priya,20,Female,Jaipur,B.Sc,5.8,82,12,57,52,3,Yes,4,No
2675,Anushka,22,Female,Bangalore,B.Tech,7.4,87,10,70,71,4,No,0,Yes
2676,Rahul,20,Male,Chandigarh,B.Sc,5.3,77,8,55,49,2,No,2,No
2677,Ayaan,20,Male,Shimla,BCA,6.1,85,13,63,59,2,No,2,No
2678,Ayaan,19,Male,Ahmedabad,B.Tech,7.8,82,14,75,72,5,No,0,Yes
2679,Dhruv,24,Male,Delhi,MCA,6.9,85,10,66,62,3,No,2,No
2680,Ananya,21,Female,Chandigarh,M.Tech,4.9,80,8,55,48,2,No,2,No
2681,Kabir,22,Male,Shimla,B.Tech,6.5,82,12,68,67,2,Yes,0,Yes
2682,Ananya,22,Female,Mumbai,MCA,7.2,83,12,71,68,5,No,0,No
2683,Ananya,18,Female,Gurugram,B.Sc,8.0,88,16,72,76,4,No,0,Yes
2684,Aadhya,18,Female,Ahmedabad,B.Sc,5.4,77,11,62,53,1,No,3,No
2685,Rohan,22,Male,Bangalore,M.Tech,5.7,81,11,65,58,2,No,0,No
2686,Diya,22,Female,Jaipur,BCA,5.5,82,11,64,58,2,No,2,No
2687,Isha,21,Female,Ahmedabad,B.Sc,5.5,81,9,61,59,4,No,1,No
2688,Arjun,22,Male,Bangalore,MCA,7.1,86,15,69,64,5,Yes,0,Yes
2689,Anushka,19,Female,Hyderabad,BCA,7.4,88,15,68,68,4,No,0,No
2690,Anika,19,Female,Chandigarh,BCA,8.1,91,14,71,72,5,Yes,0,Yes
2691,Dhruv,22,Male,Kolkata,B.Tech,6.4,80,9,64,65,4,Yes,0,Yes
2692,Ayaan,19,Male,Gurugram,B.Sc,4.4,71,5,50,47,1,No,1,No
2693,Arjun,19,Male,Shimla,B.Sc,7.5,87,15,71,63,3,No,0,No
2694,Dhruv,20,Male,Gurugram,BCA,6.7,86,10,67,61,3,No,0,No
2695,Vansh,20,Male,Bangalore,BCA,6.6,78,10,70,62,4,No,1,No
2696,Aditya,20,Male,Shimla,B.Tech,4.6,76,9,60,51,4,No,2,No
2697,Ishaan,20,Male,Shimla,B.Tech,6.2,85,9,61,62,5,Yes,0,No
2698,Ayaan,19,Male,Chennai,BCA,4.7,76,12,55,49,3,No,2,No
2699,Neha,20,Female,Mumbai,BCA,7.2,90,13,72,69,4,No,0,No
2700,Simran,18,Female,Hyderabad,B.Sc,5.9,85,13,66,60,2,Yes,0,No
2701,Priya,21,Female,Mumbai,BCA,5.7,79,12,67,62,3,No,1,No
2702,Vansh,23,Male,Mumbai,M.Tech,4.2,74,5,59,48,3,No,2,No
2703,Krishna,22,Male,Mumbai,B.Tech,8.0,87,16,78,74,4,Yes,0,Yes
2704,Rohan,24,Male,Jaipur,M.Tech,6.1,82,11,63,59,3,Yes,0,No
2705,Aarav,18,Male,Hyderabad,B.Tech,6.6,80,12,64,61,2,No,2,No
2706,Vivaan,21,Male,Shimla,B.Sc,5.4,75,10,67,57,4,No,2,Yes
2707,Isha,21,Female,Shimla,BCA,4.0,67,9,44,40,2,No,3,No
2708,Ayaan,18,Male,Hyderabad,BCA,5.7,80,13,64,61,3,Yes,0,Yes
2709,Sanya,20,Female,Hyderabad,B.Tech,5.9,87,9,63,58,3,No,0,Yes
2710,Kavya,18,Female,Chennai,B.Tech,6.9,78,13,60,64,3,Yes,0,Yes
2711,Dhruv,22,Male,Gurugram,B.Sc,6.0,80,13,69,64,2,No,0,Yes
2712,Krishna,18,Male,Chandigarh,BCA,5.4,78,9,51,51,2,No,3,No
2713,Isha,22,Female,Solan,M.Tech,4.2,74,8,42,43,1,No,1,No
2714,Kabir,19,Male,Shimla,B.Tech,6.6,87,12,71,73,3,No,0,Yes
2715,Ishaan,24,Male,Pune,M.Tech,5.3,76,13,56,56,1,Yes,0,No
2716,Anika,20,Female,Hyderabad,B.Tech,8.5,84,16,78,79,3,No,0,No
2717,Ayaan,20,Male,Pune,B.Tech,6.7,82,15,66,64,1,Yes,1,Yes
2718,Isha,19,Female,Bangalore,B.Tech,7.3,84,16,73,73,3,No,0,Yes
2719,Neha,25,Female,Pune,MCA,6.1,75,11,59,55,3,No,0,No
2720,Dhruv,18,Male,Ahmedabad,BCA,6.8,85,13,72,69,4,No,0,No
2721,Reyansh,18,Male,Pune,B.Tech,5.2,75,12,60,58,3,Yes,1,No
2722,Rahul,18,Male,Noida,B.Tech,4.7,76,7,60,55,1,No,0,No
2723,Ishaan,22,Male,Jaipur,B.Tech,6.5,82,13,70,65,3,Yes,0,Yes
2724,Shaurya,22,Male,Chennai,BCA,7.4,83,14,70,69,4,No,0,No
2725,Kavya,18,Female,Noida,B.Tech,3.6,75,6,51,42,1,No,4,No
2726,Dhruv,18,Male,Delhi,B.Sc,5.8,79,10,62,55,4,Yes,1,Yes
2727,Vivaan,22,Male,Chandigarh,B.Sc,9.3,93,16,85,88,5,No,0,Yes
2728,Sanya,21,Female,Ahmedabad,MCA,7.2,87,14,66,63,2,Yes,1,No
2729,Isha,22,Female,Chandigarh,BCA,8.8,92,18,84,80,3,No,0,No
2730,Anushka,21,Female,Solan,B.Tech,5.5,80,11,62,55,3,No,0,No
2731,Ayaan,22,Male,Hyderabad,M.Tech,5.8,78,9,67,58,3,No,1,No
2732,Riya,19,Female,Gurugram,BCA,8.0,85,17,79,73,4,Yes,0,Yes
2733,Riya,22,Female,Noida,BCA,7.4,86,15,72,64,3,Yes,2,No
2734,Rahul,21,Male,Noida,MCA,6.4,80,11,64,56,3,No,0,No
2735,Vansh,19,Male,Pune,B.Tech,4.6,78,7,50,46,1,No,1,No
2736,Diya,20,Female,Hyderabad,BCA,8.2,88,13,83,80,4,Yes,0,Yes
2737,Rohan,18,Male,Bangalore,B.Tech,10.0,97,20,85,81,5,Yes,0,Yes
2738,Krishna,22,Male,Shimla,B.Tech,4.1,71,5,41,40,2,No,3,No
2739,Vivaan,20,Male,Bangalore,B.Tech,8.6,87,17,81,83,4,No,0,Yes
2740,Reyansh,22,Male,Pune,B.Tech,5.8,85,10,63,57,3,No,0,No
2741,Isha,18,Female,Shimla,BCA,6.0,81,11,63,56,2,No,0,Yes
2742,Riya,24,Female,Chennai,MCA,6.9,87,7,70,66,3,No,0,Yes
2743,Riya,21,Female,Jaipur,BCA,4.7,72,6,48,47,3,No,2,No
2744,Aditya,21,Male,Solan,B.Sc,6.4,82,11,66,60,2,No,1,No
2745,Vivaan,18,Male,Chandigarh,BCA,4.1,78,6,50,47,1,No,3,No
2746,Rohan,21,Male,Mumbai,MCA,7.2,81,14,67,67,3,No,0,No
2747,Rahul,23,Male,Delhi,MCA,9.9,100,18,95,97,5,Yes,0,Yes
2748,Rohan,21,Male,Shimla,MCA,5.5,80,13,63,52,1,No,3,No
2749,Simran,21,Female,Mumbai,MCA,6.2,79,12,53,49,3,No,3,No
2750,Vansh,20,Male,Ahmedabad,B.Tech,6.3,83,10,66,60,3,No,0,No
2751,Anushka,20,Female,Chandigarh,BCA,8.0,91,16,81,73,3,Yes,1,Yes
2752,Rohan,22,Male,Delhi,BCA,7.1,82,12,63,67,3,No,0,Yes
2753,Reyansh,19,Male,Gurugram,BCA,7.9,86,13,70,70,2,Yes,1,Yes
2754,Ishaan,19,Male,Noida,BCA,5.7,81,10,65,58,4,No,0,Yes
2755,Priya,22,Female,Bangalore,B.Tech,7.2,87,15,69,71,3,No,0,Yes
2756,Kavya,21,Female,Shimla,B.Tech,3.0,70,7,40,40,2,No,2,No
2757,Meera,21,Female,Solan,MCA,7.5,87,15,77,72,4,Yes,0,Yes
2758,Krishna,20,Male,Jaipur,B.Sc,4.7,79,11,54,47,3,No,1,No
2759,Ayaan,20,Male,Chennai,B.Tech,6.0,82,12,64,61,3,No,1,No
2760,Anushka,21,Female,Shimla,B.Tech,7.6,85,12,72,71,2,No,0,No
2761,Aditya,20,Male,Bangalore,B.Sc,4.2,75,8,55,50,1,No,1,No
2762,Meera,21,Female,Chandigarh,BCA,8.1,94,17,74,75,5,Yes,0,Yes
2763,Dhruv,22,Male,Jaipur,BCA,6.3,83,9,67,67,2,No,0,Yes
2764,Rohan,21,Male,Noida,B.Tech,8.7,94,16,86,80,4,Yes,0,Yes
2765,Arjun,19,Male,Chandigarh,B.Tech,5.1,76,8,51,55,1,No,2,No
2766,Reyansh,21,Male,Pune,BCA,3.8,74,7,46,46,1,No,2,No
2767,Anushka,22,Female,Pune,B.Sc,6.5,85,13,73,72,4,Yes,0,Yes
2768,Kabir,21,Male,Chandigarh,B.Tech,7.4,90,15,77,71,3,Yes,0,Yes
2769,Ayaan,22,Male,Chandigarh,B.Tech,7.5,90,13,70,66,3,No,1,No
2770,Shaurya,19,Male,Hyderabad,B.Sc,4.8,73,10,48,46,3,No,1,No
2771,Vansh,18,Male,Hyderabad,B.Sc,4.1,78,5,53,47,1,No,2,No
2772,Ananya,22,Female,Ahmedabad,B.Tech,6.0,86,8,66,63,3,No,2,No
2773,Riya,18,Female,Chennai,B.Sc,7.3,84,15,70,67,3,Yes,0,Yes
2774,Simran,25,Female,Gurugram,M.Tech,7.2,83,8,79,75,3,Yes,0,Yes
2775,Kavya,24,Female,Jaipur,MCA,8.9,91,15,83,80,3,Yes,0,Yes
2776,Rahul,18,Male,Chennai,B.Sc,5.9,81,12,59,56,3,No,0,No
2777,Simran,22,Female,Chandigarh,B.Sc,3.7,72,7,52,46,1,No,1,No
2778,Dhruv,22,Male,Mumbai,B.Tech,8.3,85,11,76,75,3,No,0,Yes
2779,Kabir,18,Male,Solan,B.Sc,6.8,88,13,66,61,3,Yes,0,No
2780,Aadhya,22,Female,Chennai,B.Sc,6.9,82,11,71,64,2,No,0,Yes
2781,Ayaan,18,Male,Pune,BCA,7.7,85,14,78,77,5,No,0,Yes
2782,Aadhya,19,Female,Jaipur,BCA,8.4,90,14,79,78,1,No,0,No
2783,Aditya,20,Male,Delhi,B.Sc,6.5,78,11,60,63,3,Yes,1,No
2784,Ananya,22,Female,Ahmedabad,M.Tech,8.3,84,12,76,78,4,Yes,0,Yes
2785,Simran,18,Female,Mumbai,B.Tech,7.3,84,13,66,64,3,Yes,0,No
2786,Isha,21,Female,Noida,B.Tech,5.5,82,12,61,59,2,Yes,0,Yes
2787,Isha,21,Female,Pune,B.Sc,6.2,82,11,67,63,3,No,0,No
2788,Priya,20,Female,Kolkata,B.Tech,7.4,80,13,61,62,2,No,1,No
2789,Ishaan,18,Male,Chandigarh,BCA,5.4,83,9,63,65,1,No,1,No
2790,Rohan,22,Male,Gurugram,B.Tech,7.8,90,12,74,79,3,No,0,Yes
2791,Rahul,19,Male,Jaipur,BCA,6.7,84,11,65,64,1,Yes,0,Yes
2792,Diya,19,Female,Gurugram,B.Sc,7.1,85,13,64,61,2,No,1,No
2793,Arjun,20,Male,Hyderabad,B.Tech,8.7,92,19,76,75,3,Yes,0,Yes
2794,Isha,20,Female,Chandigarh,B.Tech,7.0,91,14,78,70,3,Yes,0,Yes
2795,Aarav,20,Male,Shimla,B.Tech,6.6,86,13,71,68,4,No,0,No
2796,Reyansh,20,Male,Mumbai,BCA,6.4,83,15,70,66,3,Yes,0,No
2797,Priya,20,Female,Kolkata,B.Sc,6.3,78,12,59,57,3,No,0,Yes
2798,Vansh,20,Male,Gurugram,BCA,7.0,85,14,76,76,3,No,0,Yes
2799,Aditya,22,Male,Solan,BCA,8.5,92,16,79,76,3,Yes,0,Yes
2800,Rohan,22,Male,Solan,BCA,5.6,79,11,56,59,2,No,1,No
2801,Tara,19,Female,Shimla,B.Tech,5.5,78,8,54,55,2,No,1,No
2802,Priya,19,Female,Noida,B.Sc,8.4,91,15,74,76,3,No,0,No
2803,Aditya,20,Male,Solan,B.Tech,5.7,77,9,56,51,3,No,4,No
2804,Rohan,22,Male,Ahmedabad,MCA,6.8,86,11,65,68,4,Yes,1,No
2805,Shaurya,20,Male,Gurugram,BCA,5.6,78,9,63,63,4,No,0,No
2806,Kavya,22,Female,Delhi,BCA,4.0,68,9,58,50,2,No,1,No
2807,Tara,21,Female,Hyderabad,B.Sc,6.8,82,12,66,67,3,No,0,No
2808,Ishaan,25,Male,Gurugram,MCA,8.2,89,15,76,75,5,No,0,Yes
2809,Vansh,21,Male,Hyderabad,M.Tech,6.4,84,15,58,62,3,No,2,No
2810,Shaurya,22,Male,Ahmedabad,BCA,4.3,76,9,48,41,2,No,2,No
2811,Tara,18,Female,Bangalore,B.Tech,6.7,80,12,59,62,2,Yes,1,Yes
2812,Anika,22,Female,Chennai,MCA,5.4,79,11,62,49,2,No,2,No
2813,Vansh,22,Male,Shimla,B.Tech,3.0,69,5,50,40,1,No,1,No
2814,Dhruv,24,Male,Ahmedabad,MCA,6.4,81,11,60,55,3,No,0,No
2815,Ishaan,22,Male,Shimla,B.Sc,7.3,83,13,69,67,4,No,0,Yes
2816,Isha,25,Female,Ahmedabad,MCA,8.3,89,15,76,72,3,Yes,1,Yes
2817,Ishaan,25,Male,Noida,MCA,9.1,100,17,88,82,4,Yes,0,Yes
2818,Anushka,20,Female,Solan,B.Tech,7.5,92,12,75,71,1,No,0,No
2819,Neha,22,Female,Gurugram,B.Sc,7.9,85,15,82,76,3,Yes,0,Yes
2820,Krishna,22,Male,Delhi,B.Tech,4.6,76,9,50,43,5,No,1,No
2821,Ayaan,21,Male,Shimla,B.Tech,8.9,90,15,84,78,5,No,0,Yes
2822,Kabir,18,Male,Hyderabad,BCA,8.4,90,15,76,72,5,Yes,1,Yes
2823,Aadhya,18,Female,Chandigarh,B.Tech,5.9,83,9,56,57,3,Yes,2,Yes
2824,Sanya,21,Female,Solan,B.Sc,7.5,86,11,78,81,4,No,0,No
2825,Riya,22,Female,Hyderabad,M.Tech,7.4,84,12,78,77,3,Yes,0,Yes
2826,Ananya,22,Female,Solan,BCA,8.7,94,17,83,79,3,Yes,0,Yes
2827,Aditya,19,Male,Jaipur,B.Tech,6.3,78,12,60,59,4,No,1,No
2828,Riya,24,Female,Gurugram,MCA,5.4,79,13,54,51,2,No,4,No
2829,Riya,22,Female,Delhi,MCA,5.8,76,10,62,57,3,No,0,No
2830,Ishaan,18,Male,Chandigarh,B.Sc,7.8,84,14,64,66,5,No,0,Yes
2831,Diya,20,Female,Solan,B.Sc,3.6,75,7,51,44,2,No,1,No
2832,Priya,22,Female,Chennai,MCA,3.0,68,5,41,40,1,No,2,No
2833,Neha,20,Female,Chandigarh,B.Tech,7.8,82,15,70,67,5,Yes,0,Yes
2834,Sanya,22,Female,Bangalore,M.Tech,6.9,82,13,63,62,3,No,2,No
2835,Priya,24,Female,Hyderabad,M.Tech,6.5,80,10,59,65,3,No,0,Yes
2836,Ananya,23,Female,Noida,MCA,4.5,72,9,51,48,3,No,2,No
2837,Shaurya,19,Male,Chandigarh,B.Tech,3.9,75,8,50,47,1,No,3,No
2838,Shaurya,24,Male,Bangalore,MCA,5.5,75,8,57,53,1,Yes,3,No
2839,Priya,18,Female,Jaipur,BCA,7.0,83,14,73,73,3,No,0,Yes
2840,Rahul,22,Male,Shimla,BCA,5.6,80,9,60,56,2,Yes,1,Yes
2841,Arjun,24,Male,Jaipur,MCA,7.9,87,10,77,76,2,Yes,0,Yes
2842,Ayaan,21,Male,Pune,B.Tech,5.1,77,11,50,48,2,No,1,No
2843,Ayaan,18,Male,Chennai,BCA,5.7,78,12,58,56,2,No,0,Yes
2844,Anika,23,Female,Chennai,MCA,7.6,83,12,77,71,3,No,0,No
2845,Isha,22,Female,Noida,MCA,5.9,79,8,65,65,3,No,0,No
2846,Aarav,23,Male,Shimla,MCA,6.0,83,13,65,59,2,Yes,0,Yes
2847,Aditya,21,Male,Chandigarh,B.Tech,5.5,78,9,57,51,3,No,2,No
2848,Vivaan,19,Male,Solan,B.Sc,5.3,79,12,54,51,4,No,1,No
2849,Diya,22,Female,Solan,B.Tech,7.0,88,10,68,71,4,Yes,0,Yes
2850,Ananya,22,Female,Gurugram,B.Sc,7.2,87,15,73,67,3,No,0,No
2851,Vivaan,19,Male,Pune,B.Tech,6.8,80,14,58,58,3,No,1,No
2852,Priya,21,Female,Chennai,B.Sc,5.6,81,11,68,61,2,No,0,Yes
2853,Simran,18,Female,Delhi,BCA,6.2,85,8,70,60,3,No,0,No
2854,Priya,23,Female,Kolkata,M.Tech,8.9,89,15,85,78,5,No,0,Yes
2855,Tara,20,Female,Mumbai,BCA,4.4,71,9,53,51,3,No,3,No
2856,Vansh,18,Male,Kolkata,B.Sc,9.3,91,14,83,83,4,No,0,Yes
2857,Aadhya,18,Female,Kolkata,BCA,6.6,84,11,68,61,4,Yes,0,No
2858,Vansh,22,Male,Noida,B.Sc,6.2,83,12,63,59,3,Yes,0,Yes
2859,Diya,18,Female,Noida,BCA,7.9,86,12,82,75,4,Yes,0,Yes
2860,Ananya,19,Female,Gurugram,B.Tech,3.4,66,8,43,40,2,No,2,No
2861,Ananya,22,Female,Chandigarh,B.Sc,8.6,86,17,75,76,3,Yes,0,Yes
2862,Riya,24,Female,Pune,MCA,9.3,94,17,83,76,5,Yes,0,Yes
2863,Rahul,22,Male,Chandigarh,B.Tech,8.1,94,15,75,77,3,Yes,0,Yes
2864,Diya,22,Female,Jaipur,B.Tech,3.3,71,5,48,41,1,No,1,No
2865,Simran,20,Female,Jaipur,B.Sc,7.6,91,15,72,68,3,No,0,No
2866,Neha,21,Female,Noida,MCA,9.0,88,15,80,82,4,Yes,0,Yes
2867,Arjun,19,Male,Chandigarh,B.Tech,8.8,89,16,85,79,4,No,0,Yes
2868,Krishna,21,Male,Solan,M.Tech,4.4,68,7,53,46,2,No,2,No
2869,Aarav,23,Male,Pune,M.Tech,8.0,89,17,72,68,2,No,0,No
2870,Diya,18,Female,Delhi,B.Tech,9.2,90,18,87,87,5,Yes,0,Yes
2871,Isha,19,Female,Chandigarh,B.Tech,6.5,85,10,61,63,2,Yes,0,No
2872,Ishaan,18,Male,Delhi,B.Sc,4.3,74,10,45,43,2,No,2,No
2873,Rohan,23,Male,Mumbai,M.Tech,7.7,93,13,74,71,3,Yes,0,Yes
2874,Ananya,19,Female,Gurugram,B.Sc,8.1,94,17,79,72,4,No,1,Yes
2875,Kavya,18,Female,Gurugram,BCA,6.3,75,14,61,57,3,No,0,No
2876,Ananya,20,Female,Pune,B.Tech,4.7,78,12,56,51,2,No,2,No
2877,Anika,20,Female,Pune,BCA,8.0,86,15,73,70,4,Yes,0,Yes
2878,Kabir,22,Male,Chandigarh,B.Sc,5.3,80,9,50,47,2,No,2,No
2879,Arjun,19,Male,Noida,B.Tech,7.1,81,12,67,62,2,No,0,No
2880,Isha,19,Female,Bangalore,BCA,8.8,95,16,76,74,5,Yes,0,Yes
2881,Meera,18,Female,Noida,B.Tech,4.0,77,6,51,40,3,No,1,No
2882,Riya,22,Female,Bangalore,BCA,7.9,83,11,68,69,3,No,0,No
2883,Simran,19,Female,Mumbai,B.Tech,6.2,81,11,65,61,2,No,1,No
2884,Anika,20,Female,Noida,B.Tech,6.2,82,11,69,63,4,No,0,No
2885,Shaurya,22,Male,Kolkata,MCA,7.3,88,14,65,63,2,No,0,No
